arch_str,acc-cifar10,acc-cifar100,acc-ImageNet,flops-cifar10,flops-cifar100,flops-ImageNet
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,90.37799999023437,70.02999996337891,45.399999888102215,121.81569,121.82154,30.46156
|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|,87.12599999877929,65.35999999389648,36.49999995422363,19.57953,19.58538,4.90252
|nor_conv_3x3~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,86.6799999963379,66.16999998168944,38.633333251953125,78.56193,78.56778,19.64812
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,87.59999998291016,65.45999998779297,38.033333323160804,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_3x3~2|,84.55000000976563,57.39999999694824,30.533333315531415,43.17249,43.17834,10.80076
|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,87.2319999975586,64.05999997253419,33.749999923706056,43.17249,43.17834,10.80076
|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|skip_connect~2|,89.05199999145508,68.05000000610352,40.31666659037272,82.49409,82.49994,20.63116
|none~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,86.21200001708985,62.91999996032715,33.21666661071777,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|skip_connect~1|skip_connect~2|,87.00400000854492,64.85999998779297,35.11666666158041,11.71521,11.72106,2.93644
|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,88.76599999633788,66.31000000610352,38.949999918619795,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,89.7359999963379,69.07999995727539,43.4166666208903,54.96897,54.97482,13.74988
|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,86.92800001220704,64.84999996948243,37.21666657511393,15.64737,15.65322,3.91948
|nor_conv_3x3~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,89.88799999389649,69.89999989013671,39.949999954223635,117.88353,117.88938,29.47852
|none~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|,84.71600001220703,58.01999997253418,29.98333327738444,47.10465,47.1105,11.7838
|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,79.53599997884115,57.406666615804035,24.36666663953993,43.17249,43.17834,10.800760000000002
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,90.75599998901367,70.5299998840332,43.79999993387858,113.95137,113.95722,28.49548
|nor_conv_3x3~0|+|none~0|none~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,88.53199999023437,66.85999990234376,38.08333323669434,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,87.63600000854493,65.44999995422364,36.8833332824707,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,84.7139999975586,61.860000018310544,33.0499999593099,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,88.60599999389649,67.75999999389649,37.93333329772949,82.49409,82.49994,20.63116
|none~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,89.60199998168946,69.18999989624024,41.766666595458986,82.49409,82.49994,20.63116
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,85.23600000610352,61.530000024414065,30.283333231608072,113.95137,113.95722,28.49548
|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,89.39466666666668,69.25999999593098,42.555555504692926,149.34081,149.34666,37.34284
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|,89.02533332275391,68.00666660766602,41.03333326212565,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,75.25800001098634,42.849999954223634,26.3333332901001,43.17249,43.17834,10.80076
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,87.78399998657227,65.25999999389649,38.21666666666667,54.96897,54.97482,13.74988
|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,88.34799999267578,67.31999991455078,38.733333262125655,86.42625,86.4321,21.6142
|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|none~1|nor_conv_1x1~2|,87.73599999877929,64.35999996643066,32.94999989827474,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,90.56599998168946,70.56999990234374,44.183333257039386,51.03681,51.04266,12.76684
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,89.75199998168945,69.49000001220703,44.94999992370606,86.42625,86.4321,21.6142
|nor_conv_1x1~0|+|skip_connect~0|none~1|+|none~0|skip_connect~1|none~2|,86.3440000012207,62.6399999786377,32.899999910990395,11.71521,11.72106,2.93644
|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,66.93599999511719,40.84999997253418,14.483333305358887,43.17249,43.17834,10.80076
|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,85.52800001831055,63.47999998474121,34.483333348592126,15.64737,15.65322,3.91948
|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|,88.50999999267577,67.2899999572754,38.04999992370605,82.49409,82.49994,20.63116
|skip_connect~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_3x3~2|,86.54133334309897,65.33333335978189,38.73333326890734,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,88.24599998413086,67.18999999389649,36.96666658528646,51.03681,51.04266,12.76684
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,88.46000000122069,66.75999990844727,39.63333329772949,54.96897,54.97482,13.74988
|nor_conv_3x3~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,88.28199999145508,66.97000002441406,39.51666654968262,78.56193,78.56778,19.64812
|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,86.24799998901366,65.19,35.33333324940999,19.57953,19.58538,4.90252
|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|avg_pool_3x3~1|none~2|,86.88000000732421,63.93999995422364,33.816666707356774,15.64737,15.65322,3.91948
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,90.426666640625,69.419999995931,42.999999935574,82.49409,82.49994,20.63116
|skip_connect~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,88.81199998942058,67.89333332519531,39.28888883802626,51.03681,51.04265999999999,12.76684
|none~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,87.57600000610353,65.80999996032715,37.46666658528646,113.95137,113.95722,28.49548
|nor_conv_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|none~1|none~2|,9.712000000406901,0.9999999996185304,0.83333333184984,43.17249,43.17834,10.800760000000002
|none~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,90.35799999267579,69.42999997558593,42.06666669209798,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|nor_conv_3x3~2|,79.58199999023438,55.97999996337891,18.633333311716715,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|skip_connect~0|none~1|none~2|,84.41800000610351,58.02999996948242,29.649999969482423,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,88.63999999023437,68.04000001831054,39.76666663614909,82.49409,82.49994,20.63116
|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|none~1|none~2|,72.00400000732421,47.02999995422363,16.433333315531414,7.78305,7.7889,1.9534
|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,89.45999998657227,69.25999999389649,41.39999992879232,86.42625,86.4321,21.6142
|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|none~1|none~2|,9.712000000406901,0.9999999996185304,0.8333333324856228,43.17249,43.17834,10.800760000000002
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|skip_connect~1|skip_connect~2|,89.20933332763673,67.22666665852864,40.43333328925238,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|none~0|avg_pool_3x3~1|none~2|,62.17199999633789,40.039999978637695,14.383333340962729,43.17249,43.17834,10.80076
|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,90.30533331054687,69.69333326416016,43.52222218153212,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|skip_connect~1|none~2|,86.21199998779298,61.88999996948242,33.4999999109904,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,88.90999999267578,70.03999998168945,40.749999923706056,117.88353,117.88938,29.47852
|nor_conv_1x1~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,88.116,66.73000003051757,37.86666666158041,47.10465,47.1105,11.7838
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|skip_connect~1|nor_conv_3x3~2|,89.72799998779297,68.45999998779297,43.05000002034505,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|avg_pool_3x3~1|none~2|,62.74399999145508,39.88999999389648,14.26666666285197,43.17249,43.17834,10.80076
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_3x3~1|none~2|,89.48999998535156,68.87999991455078,41.23333336385092,86.42625,86.4321,21.6142
|none~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,80.47200000122069,57.36999994812012,17.06666667683919,43.17249,43.17834,10.80076
|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|skip_connect~1|none~2|,86.12399998901367,62.209999960327146,32.949999954223635,51.03681,51.04266,12.76684
|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|nor_conv_3x3~2|,87.01600000244142,64.71999996032716,36.01666662597656,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,70.89066665771485,44.83999996948242,15.833333312140569,7.78305,7.788900000000001,1.9534
|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,89.04399998616536,67.97999991658527,41.5555554300944,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|,85.77199999023438,63.16999998779297,34.783333312988276,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|none~1|skip_connect~2|,88.90799999023437,66.96000002746582,39.833333282470704,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,89.58799999389649,69.01999994506836,42.00000001017253,54.96897,54.97482,13.74988
|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,87.51399999145508,66.28999993896484,37.54999990844726,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|,76.41399997924805,54.27999998474121,22.216666646321613,47.10465,47.1105,11.7838
|skip_connect~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,87.21733332519533,65.73999999389648,36.933333292643226,78.56193,78.56778,19.64812
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,89.10933333658853,67.95999995930988,40.566666602240666,53.65825,53.6641,13.422199999999998
|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,90.50999999145509,69.31999990844727,42.94999992879232,47.10465,47.1105,11.7838
|none~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,86.01399999389648,61.520000012207035,33.19999994405111,54.96897,54.97482,13.74988
|nor_conv_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|avg_pool_3x3~2|,87.9040000024414,67.81000000610351,37.26666659800212,113.95137,113.95722,28.49548
|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,89.74799997680664,68.79999997558593,43.43333327229818,82.49409,82.49994,20.63116
|nor_conv_3x3~0|+|none~0|none~1|+|none~0|nor_conv_1x1~1|nor_conv_3x3~2|,87.20199999145508,62.450000003051755,34.14999996439616,82.49409,82.49994,20.63116
|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,82.99199997314453,59.399999993896486,28.89999995422363,43.17249,43.17834,10.80076
|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,79.24199999633788,56.639999972534184,27.516666615804034,15.64737,15.65322,3.91948
|none~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|none~1|none~2|,71.14799997070313,47.410000012207036,16.483333305358887,11.71521,11.72106,2.93644
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,89.3619999987793,69.21999998168945,43.099999944051106,54.96897,54.97482,13.74988
|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,88.11599999511719,68.36000000610352,39.883333216349286,113.95137,113.95722,28.49548
|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|,73.19800000000001,52.619999996948245,20.799999972025553,11.71521,11.72106,2.93644
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,88.52399998657226,68.0800000427246,37.666666559855145,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,86.88200001831055,64.75999997558594,36.71666659545899,15.64737,15.65322,3.91948
|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,91.02999998657226,71.32000003662108,44.99999996948242,117.88353,117.88938,29.47852
|nor_conv_3x3~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,89.93599998413086,69.58999995117188,43.96666658528646,86.42625,86.4321,21.6142
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|,85.45733333658855,63.279999963378906,33.39999988810221,15.64737,15.65322,3.91948
|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,88.73333333089192,68.18666662190755,41.433333275689016,117.88353,117.88938,29.47852
|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|avg_pool_3x3~2|,89.3199999975586,68.45999997863768,42.36666660563151,54.96897,54.97482,13.74988
|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|,89.49999998291015,68.60000005493164,42.96666655985514,86.42625,86.4321,21.6142
|nor_conv_1x1~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,89.69999999267579,69.07999995117189,43.08333328755697,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,87.53000000366211,65.66000000915527,36.76666651916504,47.10465,47.1105,11.7838
|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,89.47199998168946,69.40999999389649,42.833333221435545,51.03681,51.04266,12.76684
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,82.23333333496095,60.55999998168945,28.38888885667589,11.71521,11.72106,2.9364399999999997
|none~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,87.96399999633789,65.62999993591308,37.733333262125655,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|skip_connect~1|none~2|,88.44599999023438,67.29000001831055,38.699999938964844,43.17249,43.17834,10.80076
|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,88.34999998657227,66.8499999633789,38.78333329772949,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,83.84800000610352,57.840000003051756,32.28333327229818,78.56193,78.56778,19.64812
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,84.56199999389648,61.759999993896486,31.933333221435547,19.57953,19.58538,4.90252
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,86.9973333243815,65.61999999593098,36.83333323838976,19.57953,19.58538,4.90252
|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,84.92133334309896,62.49333332112631,34.36666660902235,78.56193,78.56778,19.64812
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,88.46666666341146,67.95333326822917,42.011111070421,58.90113,58.90698,14.73292
|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,52.976000004069014,28.85999996846517,12.544444426642523,7.78305,7.788900000000001,1.9534
|none~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,87.53333332031248,65.88666665445963,37.42222213575575,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|none~2|,87.68266666178386,64.00666660970052,25.244444413926868,78.56193,78.56778,19.64812
|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,87.75066666992188,65.86666666056315,38.26666667005751,51.03681,51.04265999999999,12.76684
|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,72.66133333740235,41.946666650390625,22.377777784559466,11.71521,11.72106,2.9364399999999997
|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,85.83333332845052,63.88666662801106,34.38888886176215,19.57953,19.58538,4.90252
|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,86.08000000244141,64.33999998168946,33.96666660224067,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|,88.83333332031249,68.44666664225262,41.044444407145185,82.49409,82.49994,20.63116
|skip_connect~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,86.47333333089193,66.26666669921875,38.299999949137366,78.56193,78.56778,19.64812
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,85.7320000008138,63.593333296712245,35.433333187527126,78.56193,78.56778,19.64812
|skip_connect~0|+|none~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,85.4119999991862,62.96666667277018,33.79999997287326,11.71521,11.72106,2.9364399999999997
|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,85.70799999674479,62.06666666259766,31.41111109076606,11.71521,11.72106,2.9364399999999997
|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,87.91733333007812,66.70666666463217,39.51111114162869,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,82.06266665690104,54.246666609700526,26.866666629367405,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,76.49466666748047,54.46666665445963,21.43333330112033,15.64737,15.65322,3.91948
|skip_connect~0|+|none~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|nor_conv_3x3~2|,88.12533333658854,66.01999994913736,38.98888892957899,47.10465,47.1105,11.7838
|none~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,88.7293333235677,66.56666666870117,38.96666656155057,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,90.14266665852864,68.94666662801107,44.09999995252821,86.42625,86.4321,21.6142
|nor_conv_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|none~2|,86.63999999674479,63.606666668701166,27.71111107381185,78.56193,78.56778,19.64812
|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,89.77333333821615,69.2199999633789,39.74444435628255,117.88353,117.88938,29.47852
|none~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,85.96933332356771,61.79333332926433,32.79999994913737,19.57953,19.58538,4.90252
|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,89.73999998291015,69.2799999186198,43.23333326890734,82.49409,82.49994,20.63116
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,87.45066666666668,65.03999998372396,36.71111101955838,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,89.12533333007813,68.68666663411459,42.02222217814128,54.96896999999999,54.97482,13.74988
|avg_pool_3x3~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,86.74266666992189,64.26,36.31111110093858,15.64737,15.65322,3.91948
|none~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,84.39466665852865,58.186666621907555,29.477777738783093,11.71521,11.72106,2.9364399999999997
|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|nor_conv_1x1~2|,86.1893333260091,64.48666662394204,33.9222221645779,19.57953,19.58538,4.90252
|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,88.95333332682291,68.93333334554036,38.66666661919488,117.88353,117.88938,29.47852
|skip_connect~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,89.18266666422527,67.43999999389648,41.14444434611003,78.56193,78.56778,19.64812
|none~0|+|none~0|none~1|+|skip_connect~0|none~1|skip_connect~2|,84.44666666178385,57.9399999613444,29.977777769300673,7.78305,7.788900000000001,1.9534
|none~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,84.51866665527344,61.886666630045575,30.722222181532118,78.56193,78.56778,19.64812
